valueSetOid,valueSetName,version,code,display
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309336000,Paediatric oncologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309337009,Pain management specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309338004,Intensive care specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309339007,Adult intensive care specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309340009,Pediatric intensive care specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309341008,Blood transfusion doctor
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309342001,Histopathologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309343006,Physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309345004,Chest physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309346003,Thoracic physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309347007,Clinical hematologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309348002,Clinical neurophysiologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309349005,Clinical physiologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309350005,Diabetologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309351009,Andrologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309352002,Neuroendocrinologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309353007,Reproductive endocrinologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309354001,Thyroidologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309355000,Clinical geneticist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309356004,Clinical cytogeneticist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309357008,Clinical molecular geneticist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309358003,Genitourinary medicine physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309359006,Palliative care physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309360001,Rehabilitation physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309361002,Child and adolescent psychiatrist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309362009,Forensic psychiatrist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309363004,Liaison psychiatrist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309364005,Psychogeriatrician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309366007,Rehabilitation psychiatrist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309367003,Obstetrician and gynecologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309368008,Breast surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309369000,Cardiothoracic surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309371000,Cardiac surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309372007,"Ear, nose and throat surgeon"
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309373002,Endocrine surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309374008,Thyroid surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309375009,Pituitary surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309376005,Gastrointestinal surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309377001,General gastrointestinal surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309378006,Upper gastrointestinal surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309379003,Colorectal surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309380000,Hand surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309381001,Hepatobiliary surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309382008,Ophthalmic surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309383003,Pediatric surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309384009,Pancreatic surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309385005,Transplant surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309386006,Trauma surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309388007,Vascular surgeon
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309389004,Medical practitioner grade
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309390008,Hospital consultant
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309391007,Visiting specialist registrar
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309392000,Research registrar
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309393005,General practitioner grade
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309394004,General practitioner principal
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309395003,Hospital specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309396002,Associate specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309397006,Research fellow
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309398001,Profession allied to medicine
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309399009,Hospital dietitian
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309400002,Domiciliary physiotherapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309401003,GP-based physiotherapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309402005,Hospital-based physiotherapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309403000,Private physiotherapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309404006,Physiotherapy helper
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309409001,Hospital-based speech and language therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309410006,Arts therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309411005,Dance therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309412003,Music therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309413008,Renal dietitian
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309414002,Liver dietitian
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309415001,Oncology dietitian
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309416000,Pediatric dietitian
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309417009,Diabetes dietitian
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309418004,Audiologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309419007,Hearing therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309420001,Audiological scientist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309421002,Hearing aid dispenser
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309422009,Community-based occupational therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309423004,Hospital occupational therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309427003,Social services occupational therapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309428008,Orthotist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309429000,Surgical fitter
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309434001,Hospital-based podiatrist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309435000,Podiatry assistant
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309436004,Lymphedema nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309437008,Community learning disabilities nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309439006,Clinical nurse teacher
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309440008,Community practice nurse teacher
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309441007,Nurse tutor
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309442000,Nurse teacher practitioner
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309443005,Nurse lecturer practitioner
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309444004,Outreach nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309445003,Anesthetic nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309446002,Nurse manager
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309450009,Nurse administrator
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309452001,Midwifery grade
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309453006,Registered midwife
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309454000,Student midwife
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309455004,Parentcraft sister
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309459005,Healthcare professional grade
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,309460000,Restorative dentist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310170009,Paediatric audiologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310171008,Immunopathologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310172001,Audiological physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310173006,Clinical pharmacologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310174000,Private doctor
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310175004,Agency nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310176003,Behavioral therapist nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310177007,Cardiac rehabilitation nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310178002,Genitourinary nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310179005,Rheumatology nurse specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310180008,Continence nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310181007,Contact tracing nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310182000,General nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310184004,Liaison nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310185003,Diabetic liaison nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310186002,Nurse psychotherapist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310187006,Company nurse
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310188001,Hospital midwife
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310189009,Genetic counsellor
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310190000,Mental health counsellor
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310191001,Clinical psychologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310192008,Educational psychologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310193003,Coroner
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310194009,Appliance officer
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,310512001,Medical oncologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,311441001,School medical officer
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,312485001,Integrated midwife
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,372102007,RN First Assist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,387619007,Optician (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,394572006,Medical secretary (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,394618009,Hospital nurse (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,397897005,Paramedic (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,397903001,Staff grade obstetrician (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,397908005,Staff grade practitioner (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,398130009,Medical student (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,398238009,Acting obstetric registrar (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,404940000,Physiotherapist technical instructor (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,405277009,Resident physician (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,405278004,Certified registered nurse anesthetist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,405279007,Attending physician (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,405623001,Assigned practitioner (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,405684005,Professional initiating surgical case (finding)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,405685006,Professional providing staff relief during surgical procedure (finding)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,408798009,Consultant pediatrician (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,408799001,Consultant neonatologist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,409974004,Health educator (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,409975003,Certified health education specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,413854007,Circulating nurse (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,415075003,Perioperative nurse (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,415506007,Scrub nurse (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,416160000,Fellow of American Academy of Osteopathy (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,420409002,Oculoplastic surgeon (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,420678001,Retinal surgeon (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,421841007,Admitting physican (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,422140007,Medical ophthalmologist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,422234006,Ophthalmologist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,432100008,Health coach (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,442867008,Respiratory therapist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,443090005,Podiatric surgeon (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,444912007,Hypnotherapist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,445313000,Asthma nurse specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,445451001,Nurse case manager (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,446050000,Primary care physician (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,446701002,Addiction medicine specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,449161006,Physician assistant (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,471302004,Government midwife (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,720503005,Sleep medicine specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721936008,Occupation medicine specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721937004,Preventive medicine specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721938009,Tropical medicine specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721939001,Vascular medicine specialist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721940004,Legal medicine specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721941000,Health psychologist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721942007,Cardiovascular perfusionist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,721943002,Clinical immunology and allergy specialist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,734293001,Clinical pharmacist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,734294007,Pharmacist prescriber (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,763292005,Radiation oncologist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768730001,Home health aide (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768731002,Home helper
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768732009,School health educator
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768819009,Medically responsible investigator (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768825008,Doula (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768826009,Crisis counsellor
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768827000,Nutritionist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768828005,Epidemiologist
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768829002,Community dietician (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768832004,Case manager (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768833009,Discharging physician
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768834003,Disease manager (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768836001,Patient navigator
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768837005,Hospitalist (occupation)
2.16.840.1.113762.1.4.1099.30,CareTeamMemberFunction,20240605,768839008,Consultant (occupation)
